id,date,capacity,traffic,an_id,an_name,region_name
50,2022-01-25,645,1323,6,DFOH4WOMLZ,Hlapa
51,2022-01-25,539,1104,6,DFOH4WOMLZ,Polje
52,2022-01-25,572,1173,6,DFOH4WOMLZ,Rasopasno
53,2022-01-25,241,2139,7,E7FJZG4ZZD,Krk
54,2022-01-25,329,2925,7,E7FJZG4ZZD,Lakmartin
55,2022-01-25,289,2566,7,E7FJZG4ZZD,Pinezići
56,2022-01-25,433,3850,7,E7FJZG4ZZD,Poljica
57,2022-01-25,266,2364,7,E7FJZG4ZZD,Batomalj
58,2022-01-25,482,4278,7,E7FJZG4ZZD,Draga Bašćanska
59,2022-01-25,236,2096,7,E7FJZG4ZZD,Hlapa
60,2022-01-25,387,2297,8,QL6JI50ETP,Skrbčići
61,2022-01-25,364,2160,8,QL6JI50ETP,Vrh
62,2022-01-25,659,3909,8,QL6JI50ETP,Jurandvor
63,2022-01-25,511,3034,8,QL6JI50ETP,Čižići
64,2022-01-25,322,1915,8,QL6JI50ETP,Dobrinj
65,2022-01-25,511,3034,8,QL6JI50ETP,Klanice
66,2022-01-25,472,2803,8,QL6JI50ETP,Klimno
67,2022-01-25,304,1803,8,QL6JI50ETP,Kras
68,2022-01-25,322,1915,8,QL6JI50ETP,Soline
69,2022-01-25,304,1803,8,QL6JI50ETP,Sužan
70,2022-01-25,157,978,9,POC3TWHIKK,Čižići
71,2022-01-25,188,1172,9,POC3TWHIKK,Dobrinj
72,2022-01-25,157,978,9,POC3TWHIKK,Gabonjin
73,2022-01-25,241,1500,9,POC3TWHIKK,Klimno
74,2022-01-25,378,2346,9,POC3TWHIKK,Kras
75,2022-01-25,241,1500,9,POC3TWHIKK,Polje
76,2022-01-25,258,1604,9,POC3TWHIKK,Sužan
77,2022-01-25,340,2111,9,POC3TWHIKK,Sveti Ivan Dobrinjski
78,2022-01-25,258,1604,9,POC3TWHIKK,Sveti Vid Dobrinjski
79,2022-01-25,188,1173,9,POC3TWHIKK,Županje
80,2022-01-25,226,1407,9,POC3TWHIKK,Barušići
81,2022-01-25,188,1173,9,POC3TWHIKK,Bogovići
82,2022-01-25,137,1010,10,LL6L75MAOH,Vrh
83,2022-01-25,165,1212,10,LL6L75MAOH,Žgaljići
84,2022-01-25,137,1010,10,LL6L75MAOH,Baška
85,2022-01-25,188,1381,10,LL6L75MAOH,Čižići
86,2022-01-25,247,1818,10,LL6L75MAOH,Dobrinj
87,2022-01-25,188,1381,10,LL6L75MAOH,Gabonjin
88,2022-01-25,175,1292,10,LL6L75MAOH,Klimno
89,2022-01-25,220,1616,10,LL6L75MAOH,Kras
90,2022-01-25,275,2021,10,LL6L75MAOH,Polje
91,2022-01-25,114,842,10,LL6L75MAOH,Sužan
92,2022-01-25,137,1010,10,LL6L75MAOH,Sveti Ivan Dobrinjski
93,2022-01-25,114,842,10,LL6L75MAOH,Sveti Vid Dobrinjski
94,2022-01-25,363,980,11,PWRE47KYZP,Dobrinj
95,2022-01-25,492,1327,11,PWRE47KYZP,Gabonjin
96,2022-01-25,463,1248,11,PWRE47KYZP,Gostinjac
97,2022-01-25,492,1327,11,PWRE47KYZP,Kras
98,2022-01-25,719,1938,11,PWRE47KYZP,Polje
99,2022-01-25,650,1753,11,PWRE47KYZP,Rasopasno
100,2022-01-25,410,1106,11,PWRE47KYZP,Rudine
101,2022-01-25,463,1248,11,PWRE47KYZP,Sveti Ivan Dobrinjski
102,2022-01-25,650,1753,11,PWRE47KYZP,Sveti Vid Dobrinjski
103,2022-01-25,838,2258,11,PWRE47KYZP,Šilo
104,2022-01-25,386,1042,11,PWRE47KYZP,Tribulje
105,2022-01-25,410,1106,11,PWRE47KYZP,Bogovići
106,2022-01-25,386,1042,11,PWRE47KYZP,Kremenići
107,2022-01-25,109,346,12,D2JG9GNXNM,Sveti Ivan Dobrinjski
108,2022-01-25,167,530,12,D2JG9GNXNM,Sveti Vid Dobrinjski
109,2022-01-25,179,567,12,D2JG9GNXNM,Šilo
110,2022-01-25,130,414,12,D2JG9GNXNM,Tribulje
111,2022-01-25,131,415,12,D2JG9GNXNM,Barušići
112,2022-01-25,262,830,12,D2JG9GNXNM,Bogovići
113,2022-01-25,235,746,12,D2JG9GNXNM,Kremenići
114,2022-01-25,157,497,12,D2JG9GNXNM,Ljutići
115,2022-01-25,109,346,12,D2JG9GNXNM,Milčetići
116,2022-01-25,167,530,12,D2JG9GNXNM,Milovčići
117,2022-01-25,179,567,12,D2JG9GNXNM,Oštrobradić
118,2022-01-25,130,414,12,D2JG9GNXNM,Porat
119,2022-01-25,704,782,13,8ZNRGQBWYD,Soline
120,2022-01-25,662,735,13,8ZNRGQBWYD,Sužan
121,2022-01-25,1028,1142,13,8ZNRGQBWYD,Žestilac
122,2022-01-25,930,1033,13,8ZNRGQBWYD,Županje
123,2022-01-25,587,652,13,8ZNRGQBWYD,Barušići
124,2022-01-25,1198,1331,13,8ZNRGQBWYD,Malinska
125,2022-01-25,859,954,13,8ZNRGQBWYD,Maršići
126,2022-01-25,552,614,13,8ZNRGQBWYD,Milčetići
127,2022-01-25,587,652,13,8ZNRGQBWYD,Radići
128,2022-01-25,552,614,13,8ZNRGQBWYD,Sabljići
129,2022-01-25,469,821,14,6O5L23OOTU,Soline
130,2022-01-25,563,985,14,6O5L23OOTU,Sužan
131,2022-01-25,469,821,14,6O5L23OOTU,Sveti Ivan Dobrinjski
132,2022-01-25,720,1259,14,6O5L23OOTU,Žestilac
133,2022-01-25,901,1576,14,6O5L23OOTU,Županje
134,2022-01-25,720,1259,14,6O5L23OOTU,Barušići
135,2022-01-25,770,1347,14,6O5L23OOTU,Malinska
136,2022-01-25,1014,1773,14,6O5L23OOTU,Maršići
137,2022-01-25,1127,1970,14,6O5L23OOTU,Milčetići
138,2022-01-25,563,984,14,6O5L23OOTU,Radići
139,2022-01-25,676,1181,14,6O5L23OOTU,Sabljići
140,2022-01-25,563,984,14,6O5L23OOTU,Strilčići
141,2022-01-25,317,2578,15,BKFMWP4ZDB,Malinska
142,2022-01-25,339,2756,15,BKFMWP4ZDB,Maršići
143,2022-01-25,248,2015,15,BKFMWP4ZDB,Milčetići
144,2022-01-25,496,4032,15,BKFMWP4ZDB,Radići
145,2022-01-25,446,3628,15,BKFMWP4ZDB,Sabljići
146,2022-01-25,297,2419,15,BKFMWP4ZDB,Strilčići
147,2022-01-25,317,2578,15,BKFMWP4ZDB,Turčić
148,2022-01-25,339,2756,15,BKFMWP4ZDB,Vantačići
149,2022-01-25,248,2016,15,BKFMWP4ZDB,Zidarići
150,2022-01-25,223,2095,16,OSKTT1YXFS,Milovčići
151,2022-01-25,302,2835,16,OSKTT1YXFS,Oštrobradić
152,2022-01-25,284,2667,16,OSKTT1YXFS,Porat
153,2022-01-25,302,2835,16,OSKTT1YXFS,Sveti Anton
154,2022-01-25,441,4142,16,OSKTT1YXFS,Sveti Ivan
155,2022-01-25,514,4825,16,OSKTT1YXFS,Sveti Vid-Miholjice
156,2022-01-25,284,2667,16,OSKTT1YXFS,Žgombići
157,2022-01-25,399,3746,16,OSKTT1YXFS,Njivice
158,2022-01-25,368,3460,16,OSKTT1YXFS,Omišalj
159,2022-01-25,251,2364,16,OSKTT1YXFS,Risika
160,2022-01-25,237,2226,16,OSKTT1YXFS,Vrbnik
161,2022-01-25,559,37,17,EAWL5GRXPI,Milčetići
162,2022-01-25,670,44,17,EAWL5GRXPI,Milovčići
163,2022-01-25,559,37,17,EAWL5GRXPI,Oštrobradić
164,2022-01-25,857,57,17,EAWL5GRXPI,Strilčići
165,2022-01-25,1072,72,17,EAWL5GRXPI,Sveti Anton
166,2022-01-25,857,57,17,EAWL5GRXPI,Sveti Ivan
167,2022-01-25,916,61,17,EAWL5GRXPI,Zidarići
168,2022-01-25,1206,81,17,EAWL5GRXPI,Žgombići
169,2022-01-25,1341,90,17,EAWL5GRXPI,Njivice
170,2022-01-25,670,45,17,EAWL5GRXPI,Garica
171,2022-01-25,804,54,17,EAWL5GRXPI,Kampelje
172,2022-01-25,670,45,17,EAWL5GRXPI,Risika
173,2022-01-25,972,13,18,TW6FWFWWRL,Sveti Ivan
174,2022-01-25,1183,16,18,TW6FWFWWRL,Sveti Vid-Miholjice
175,2022-01-25,1182,16,18,TW6FWFWWRL,Njivice
176,2022-01-25,1690,24,18,TW6FWFWWRL,Omišalj
177,2022-01-25,972,13,18,TW6FWFWWRL,Risika
178,2022-01-25,1183,16,18,TW6FWFWWRL,Vrbnik
179,2022-01-25,589,492,19,A6JEL2CAEO,Turčić
180,2022-01-25,1277,1068,19,A6JEL2CAEO,Punat
181,2022-01-25,589,492,19,A6JEL2CAEO,Stara Baška
182,2022-01-25,299,553,20,RCIHSNCBTL,Sveti Ivan
183,2022-01-25,318,588,20,RCIHSNCBTL,Sveti Vid-Miholjice
184,2022-01-25,299,553,20,RCIHSNCBTL,Žgombići
185,2022-01-25,465,860,20,RCIHSNCBTL,Njivice
186,2022-01-25,503,931,20,RCIHSNCBTL,Omišalj
187,2022-01-25,318,588,20,RCIHSNCBTL,Kampelje
188,2022-01-25,503,931,20,RCIHSNCBTL,Risika
189,2022-01-25,649,1200,20,RCIHSNCBTL,Vrbnik
190,2022-01-26,632,205,1,PBQ7X5JDYD,Brusići
191,2022-01-26,903,293,1,PBQ7X5JDYD,Brzac
192,2022-01-26,903,293,1,PBQ7X5JDYD,Kornić
193,2022-01-26,519,168,1,PBQ7X5JDYD,Milohnići
194,2022-01-26,632,205,1,PBQ7X5JDYD,Muraj
195,2022-01-26,519,168,1,PBQ7X5JDYD,Nenadići
196,2022-01-26,376,122,1,PBQ7X5JDYD,Vrh
197,2022-01-26,451,146,1,PBQ7X5JDYD,Žgaljići
198,2022-01-26,376,122,1,PBQ7X5JDYD,Baška
199,2022-01-26,1011,974,2,LHP09PJJNH,Kornić
200,2022-01-26,2427,2337,2,LHP09PJJNH,Krk
201,2022-01-26,1659,1597,2,LHP09PJJNH,Lakmartin
202,2022-01-26,1143,256,3,N1B1BNP4BF,Brzac
203,2022-01-26,1812,406,3,N1B1BNP4BF,Kornić
204,2022-01-26,2334,523,3,N1B1BNP4BF,Krk
205,2022-01-26,1371,307,3,N1B1BNP4BF,Lakmartin
206,2022-01-26,1290,289,3,N1B1BNP4BF,Nenadići
207,2022-01-26,1371,307,3,N1B1BNP4BF,Pinezići
208,2022-01-26,1013,227,3,N1B1BNP4BF,Poljica
209,2022-01-26,108,537,4,DRA7OZ2UFF,Brzac
210,2022-01-26,171,850,4,DRA7OZ2UFF,Kornić
211,2022-01-26,189,941,4,DRA7OZ2UFF,Krk
212,2022-01-26,129,644,4,DRA7OZ2UFF,Lakmartin
213,2022-01-26,101,505,4,DRA7OZ2UFF,Muraj
214,2022-01-26,158,786,4,DRA7OZ2UFF,Nenadići
215,2022-01-26,221,1096,4,DRA7OZ2UFF,Pinezići
216,2022-01-26,122,605,4,DRA7OZ2UFF,Poljica
217,2022-01-26,122,605,4,DRA7OZ2UFF,Baška
218,2022-01-26,129,644,4,DRA7OZ2UFF,Batomalj
219,2022-01-26,95,476,4,DRA7OZ2UFF,Draga Bašćanska
220,2022-01-26,600,3297,5,XEDEKWCXKH,Bajčići
221,2022-01-26,493,2711,5,XEDEKWCXKH,Brusići
222,2022-01-26,858,4710,5,XEDEKWCXKH,Linardići
223,2022-01-26,600,3296,5,XEDEKWCXKH,Milohnići
224,2022-01-26,686,3767,5,XEDEKWCXKH,Skrbčići
225,2022-01-26,858,4710,5,XEDEKWCXKH,Vrh
226,2022-01-26,428,2354,5,XEDEKWCXKH,Jurandvor
227,2022-01-26,357,1963,5,XEDEKWCXKH,Čižići
228,2022-01-26,486,998,6,DFOH4WOMLZ,Muraj
229,2022-01-26,746,1530,6,DFOH4WOMLZ,Nenadići
230,2022-01-26,798,1636,6,DFOH4WOMLZ,Pinezići
231,2022-01-26,583,1196,6,DFOH4WOMLZ,Poljica
232,2022-01-26,572,1173,6,DFOH4WOMLZ,Žgaljići
233,2022-01-26,1168,2394,6,DFOH4WOMLZ,Baška
234,2022-01-26,1002,2055,6,DFOH4WOMLZ,Batomalj
235,2022-01-26,686,1406,6,DFOH4WOMLZ,Draga Bašćanska
236,2022-01-26,539,1104,6,DFOH4WOMLZ,Dobrinj
237,2022-01-26,837,1716,6,DFOH4WOMLZ,Gabonjin
238,2022-01-26,906,1858,6,DFOH4WOMLZ,Gostinjac
239,2022-01-26,645,1323,6,DFOH4WOMLZ,Hlapa
240,2022-01-26,539,1104,6,DFOH4WOMLZ,Polje
241,2022-01-26,572,1173,6,DFOH4WOMLZ,Rasopasno
242,2022-01-26,241,2139,7,E7FJZG4ZZD,Krk
243,2022-01-26,329,2925,7,E7FJZG4ZZD,Lakmartin
244,2022-01-26,289,2566,7,E7FJZG4ZZD,Pinezići
245,2022-01-26,433,3850,7,E7FJZG4ZZD,Poljica
246,2022-01-26,266,2364,7,E7FJZG4ZZD,Batomalj
247,2022-01-26,482,4278,7,E7FJZG4ZZD,Draga Bašćanska
248,2022-01-26,236,2096,7,E7FJZG4ZZD,Hlapa
249,2022-01-26,387,2297,8,QL6JI50ETP,Skrbčići
250,2022-01-26,364,2160,8,QL6JI50ETP,Vrh
251,2022-01-26,659,3909,8,QL6JI50ETP,Jurandvor
252,2022-01-26,511,3034,8,QL6JI50ETP,Čižići
253,2022-01-26,322,1915,8,QL6JI50ETP,Dobrinj
254,2022-01-26,511,3034,8,QL6JI50ETP,Klanice
255,2022-01-26,472,2803,8,QL6JI50ETP,Klimno
256,2022-01-26,304,1803,8,QL6JI50ETP,Kras
257,2022-01-26,322,1915,8,QL6JI50ETP,Soline
258,2022-01-26,304,1803,8,QL6JI50ETP,Sužan
259,2022-01-26,157,978,9,POC3TWHIKK,Čižići
260,2022-01-26,188,1172,9,POC3TWHIKK,Dobrinj
261,2022-01-26,157,978,9,POC3TWHIKK,Gabonjin
262,2022-01-26,241,1500,9,POC3TWHIKK,Klimno
263,2022-01-26,378,2346,9,POC3TWHIKK,Kras
264,2022-01-26,241,1500,9,POC3TWHIKK,Polje
265,2022-01-26,258,1604,9,POC3TWHIKK,Sužan
266,2022-01-26,340,2111,9,POC3TWHIKK,Sveti Ivan Dobrinjski
267,2022-01-26,258,1604,9,POC3TWHIKK,Sveti Vid Dobrinjski
268,2022-01-26,188,1173,9,POC3TWHIKK,Županje
269,2022-01-26,226,1407,9,POC3TWHIKK,Barušići
270,2022-01-26,188,1173,9,POC3TWHIKK,Bogovići
271,2022-01-26,137,1010,10,LL6L75MAOH,Vrh
272,2022-01-26,165,1212,10,LL6L75MAOH,Žgaljići
273,2022-01-26,137,1010,10,LL6L75MAOH,Baška
274,2022-01-26,188,1381,10,LL6L75MAOH,Čižići
275,2022-01-26,247,1818,10,LL6L75MAOH,Dobrinj
276,2022-01-26,188,1381,10,LL6L75MAOH,Gabonjin
277,2022-01-26,175,1292,10,LL6L75MAOH,Klimno
278,2022-01-26,220,1616,10,LL6L75MAOH,Kras
279,2022-01-26,275,2021,10,LL6L75MAOH,Polje
280,2022-01-26,114,842,10,LL6L75MAOH,Sužan
281,2022-01-26,137,1010,10,LL6L75MAOH,Sveti Ivan Dobrinjski
282,2022-01-26,114,842,10,LL6L75MAOH,Sveti Vid Dobrinjski
283,2022-01-26,363,980,11,PWRE47KYZP,Dobrinj
284,2022-01-26,492,1327,11,PWRE47KYZP,Gabonjin
285,2022-01-26,463,1248,11,PWRE47KYZP,Gostinjac
286,2022-01-26,492,1327,11,PWRE47KYZP,Kras
287,2022-01-26,719,1938,11,PWRE47KYZP,Polje
288,2022-01-26,650,1753,11,PWRE47KYZP,Rasopasno
289,2022-01-26,410,1106,11,PWRE47KYZP,Rudine
290,2022-01-26,463,1248,11,PWRE47KYZP,Sveti Ivan Dobrinjski
291,2022-01-26,650,1753,11,PWRE47KYZP,Sveti Vid Dobrinjski
292,2022-01-26,838,2258,11,PWRE47KYZP,Šilo
293,2022-01-26,386,1042,11,PWRE47KYZP,Tribulje
294,2022-01-26,410,1106,11,PWRE47KYZP,Bogovići
295,2022-01-26,386,1042,11,PWRE47KYZP,Kremenići
296,2022-01-26,109,346,12,D2JG9GNXNM,Sveti Ivan Dobrinjski
297,2022-01-26,167,530,12,D2JG9GNXNM,Sveti Vid Dobrinjski
298,2022-01-26,179,567,12,D2JG9GNXNM,Šilo
299,2022-01-26,130,414,12,D2JG9GNXNM,Tribulje
300,2022-01-26,131,415,12,D2JG9GNXNM,Barušići
301,2022-01-26,262,830,12,D2JG9GNXNM,Bogovići
302,2022-01-26,235,746,12,D2JG9GNXNM,Kremenići
303,2022-01-26,157,497,12,D2JG9GNXNM,Ljutići
304,2022-01-26,109,346,12,D2JG9GNXNM,Milčetići
305,2022-01-26,167,530,12,D2JG9GNXNM,Milovčići
306,2022-01-26,179,567,12,D2JG9GNXNM,Oštrobradić
307,2022-01-26,130,414,12,D2JG9GNXNM,Porat
308,2022-01-26,704,782,13,8ZNRGQBWYD,Soline
309,2022-01-26,662,735,13,8ZNRGQBWYD,Sužan
310,2022-01-26,1028,1142,13,8ZNRGQBWYD,Žestilac
311,2022-01-26,930,1033,13,8ZNRGQBWYD,Županje
312,2022-01-26,587,652,13,8ZNRGQBWYD,Barušići
313,2022-01-26,1198,1331,13,8ZNRGQBWYD,Malinska
314,2022-01-26,859,954,13,8ZNRGQBWYD,Maršići
315,2022-01-26,552,614,13,8ZNRGQBWYD,Milčetići
316,2022-01-26,587,652,13,8ZNRGQBWYD,Radići
317,2022-01-26,552,614,13,8ZNRGQBWYD,Sabljići
318,2022-01-26,469,821,14,6O5L23OOTU,Soline
319,2022-01-26,563,985,14,6O5L23OOTU,Sužan
320,2022-01-26,469,821,14,6O5L23OOTU,Sveti Ivan Dobrinjski
321,2022-01-26,720,1259,14,6O5L23OOTU,Žestilac
322,2022-01-26,901,1576,14,6O5L23OOTU,Županje
323,2022-01-26,720,1259,14,6O5L23OOTU,Barušići
324,2022-01-26,770,1347,14,6O5L23OOTU,Malinska
325,2022-01-26,1014,1773,14,6O5L23OOTU,Maršići
326,2022-01-26,1127,1970,14,6O5L23OOTU,Milčetići
327,2022-01-26,563,984,14,6O5L23OOTU,Radići
328,2022-01-26,676,1181,14,6O5L23OOTU,Sabljići
329,2022-01-26,563,984,14,6O5L23OOTU,Strilčići
330,2022-01-26,317,2578,15,BKFMWP4ZDB,Malinska
331,2022-01-26,339,2756,15,BKFMWP4ZDB,Maršići
332,2022-01-26,248,2015,15,BKFMWP4ZDB,Milčetići
333,2022-01-26,496,4032,15,BKFMWP4ZDB,Radići
334,2022-01-26,446,3628,15,BKFMWP4ZDB,Sabljići
335,2022-01-26,297,2419,15,BKFMWP4ZDB,Strilčići
336,2022-01-26,317,2578,15,BKFMWP4ZDB,Turčić
337,2022-01-26,339,2756,15,BKFMWP4ZDB,Vantačići
338,2022-01-26,248,2016,15,BKFMWP4ZDB,Zidarići
339,2022-01-26,223,2095,16,OSKTT1YXFS,Milovčići
340,2022-01-26,302,2835,16,OSKTT1YXFS,Oštrobradić
341,2022-01-26,284,2667,16,OSKTT1YXFS,Porat
342,2022-01-26,302,2835,16,OSKTT1YXFS,Sveti Anton
343,2022-01-26,441,4142,16,OSKTT1YXFS,Sveti Ivan
344,2022-01-26,514,4825,16,OSKTT1YXFS,Sveti Vid-Miholjice
345,2022-01-26,284,2667,16,OSKTT1YXFS,Žgombići
346,2022-01-26,399,3746,16,OSKTT1YXFS,Njivice
347,2022-01-26,368,3460,16,OSKTT1YXFS,Omišalj
348,2022-01-26,251,2364,16,OSKTT1YXFS,Risika
349,2022-01-26,237,2226,16,OSKTT1YXFS,Vrbnik
350,2022-01-26,559,37,17,EAWL5GRXPI,Milčetići
351,2022-01-26,670,44,17,EAWL5GRXPI,Milovčići
352,2022-01-26,559,37,17,EAWL5GRXPI,Oštrobradić
353,2022-01-26,857,57,17,EAWL5GRXPI,Strilčići
354,2022-01-26,1072,72,17,EAWL5GRXPI,Sveti Anton
355,2022-01-26,857,57,17,EAWL5GRXPI,Sveti Ivan
356,2022-01-26,916,61,17,EAWL5GRXPI,Zidarići
357,2022-01-26,1206,81,17,EAWL5GRXPI,Žgombići
358,2022-01-26,1341,90,17,EAWL5GRXPI,Njivice
359,2022-01-26,670,45,17,EAWL5GRXPI,Garica
360,2022-01-26,804,54,17,EAWL5GRXPI,Kampelje
361,2022-01-26,670,45,17,EAWL5GRXPI,Risika
362,2022-01-26,972,13,18,TW6FWFWWRL,Sveti Ivan
363,2022-01-26,1183,16,18,TW6FWFWWRL,Sveti Vid-Miholjice
364,2022-01-26,1182,16,18,TW6FWFWWRL,Njivice
365,2022-01-26,1690,24,18,TW6FWFWWRL,Omišalj
366,2022-01-26,972,13,18,TW6FWFWWRL,Risika
367,2022-01-26,1183,16,18,TW6FWFWWRL,Vrbnik
368,2022-01-26,589,492,19,A6JEL2CAEO,Turčić
369,2022-01-26,1277,1068,19,A6JEL2CAEO,Punat
370,2022-01-26,589,492,19,A6JEL2CAEO,Stara Baška
371,2022-01-26,299,553,20,RCIHSNCBTL,Sveti Ivan
372,2022-01-26,318,588,20,RCIHSNCBTL,Sveti Vid-Miholjice
373,2022-01-26,299,553,20,RCIHSNCBTL,Žgombići
374,2022-01-26,465,860,20,RCIHSNCBTL,Njivice
375,2022-01-26,503,931,20,RCIHSNCBTL,Omišalj
376,2022-01-26,318,588,20,RCIHSNCBTL,Kampelje
377,2022-01-26,503,931,20,RCIHSNCBTL,Risika
378,2022-01-26,649,1200,20,RCIHSNCBTL,Vrbnik
379,2022-01-27,632,205,1,PBQ7X5JDYD,Brusići
380,2022-01-27,903,293,1,PBQ7X5JDYD,Brzac
381,2022-01-27,903,293,1,PBQ7X5JDYD,Kornić
382,2022-01-27,519,168,1,PBQ7X5JDYD,Milohnići
383,2022-01-27,632,205,1,PBQ7X5JDYD,Muraj
384,2022-01-27,519,168,1,PBQ7X5JDYD,Nenadići
385,2022-01-27,376,122,1,PBQ7X5JDYD,Vrh
386,2022-01-27,451,146,1,PBQ7X5JDYD,Žgaljići
387,2022-01-27,376,122,1,PBQ7X5JDYD,Baška
388,2022-01-27,1011,974,2,LHP09PJJNH,Kornić
389,2022-01-27,2427,2337,2,LHP09PJJNH,Krk
390,2022-01-27,1659,1597,2,LHP09PJJNH,Lakmartin
391,2022-01-27,1143,256,3,N1B1BNP4BF,Brzac
392,2022-01-27,1812,406,3,N1B1BNP4BF,Kornić
393,2022-01-27,2334,523,3,N1B1BNP4BF,Krk
394,2022-01-27,1371,307,3,N1B1BNP4BF,Lakmartin
395,2022-01-27,1290,289,3,N1B1BNP4BF,Nenadići
396,2022-01-27,1371,307,3,N1B1BNP4BF,Pinezići
397,2022-01-27,1013,227,3,N1B1BNP4BF,Poljica
398,2022-01-27,108,537,4,DRA7OZ2UFF,Brzac
399,2022-01-27,171,850,4,DRA7OZ2UFF,Kornić
400,2022-01-27,189,941,4,DRA7OZ2UFF,Krk
401,2022-01-27,129,644,4,DRA7OZ2UFF,Lakmartin
402,2022-01-27,101,505,4,DRA7OZ2UFF,Muraj
403,2022-01-27,158,786,4,DRA7OZ2UFF,Nenadići
404,2022-01-27,221,1096,4,DRA7OZ2UFF,Pinezići
405,2022-01-27,122,605,4,DRA7OZ2UFF,Poljica
406,2022-01-27,122,605,4,DRA7OZ2UFF,Baška
407,2022-01-27,129,644,4,DRA7OZ2UFF,Batomalj
408,2022-01-27,95,476,4,DRA7OZ2UFF,Draga Bašćanska
409,2022-01-27,600,3297,5,XEDEKWCXKH,Bajčići
410,2022-01-27,493,2711,5,XEDEKWCXKH,Brusići
411,2022-01-27,858,4710,5,XEDEKWCXKH,Linardići
412,2022-01-27,600,3296,5,XEDEKWCXKH,Milohnići
413,2022-01-27,686,3767,5,XEDEKWCXKH,Skrbčići
414,2022-01-27,858,4710,5,XEDEKWCXKH,Vrh
415,2022-01-27,428,2354,5,XEDEKWCXKH,Jurandvor
416,2022-01-27,357,1963,5,XEDEKWCXKH,Čižići
417,2022-01-27,486,998,6,DFOH4WOMLZ,Muraj
418,2022-01-27,746,1530,6,DFOH4WOMLZ,Nenadići
419,2022-01-27,798,1636,6,DFOH4WOMLZ,Pinezići
420,2022-01-27,583,1196,6,DFOH4WOMLZ,Poljica
421,2022-01-27,572,1173,6,DFOH4WOMLZ,Žgaljići
422,2022-01-27,1168,2394,6,DFOH4WOMLZ,Baška
423,2022-01-27,1002,2055,6,DFOH4WOMLZ,Batomalj
